chunk_id,page_start,part_title,chapter_title,section_title,text
de3516a6,121,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,,"Several attacks by Russian forces on civilians fleeing the conflict zone or from areas under
bombardment showed a failure to verify whether the target was military, and perhaps even
intentional firing on civilian vehicles that posed no apparent military threat.
Aerial attacks on civilian convoys near Eredvi, South Ossetia
Human Rights Watch interviewed several civilians who fled from different villages in South
Ossetia on August 8 in convoys of civilian cars traveling south in the direction of undisputed
Georgian territory. The convoys came under aerial bombardment by military aircraft that was
possibly Russian near the village of Eredvi, along a road that bypasses Tskhinvali.
Witnesses traveling in one convoy of several dozen cars told Human Rights Watch that on
August 8, around 4 p.m., five Russian aircraft flew over the convoy, then returned and
opened fire. According to witnesses, there were no military objects, military personnel, or
military vehicles on the road at the time of the attack.
Temo Kasradze, from the village of Kemerti, who was fleeing with his grandson, described
the attack: “There were five people in our car. Suddenly [there was an] explosion. Perhaps
four or five cars were hit... I saw that people were injured and killed. There was blood.”323
Jemal Maisuradze, 45, travelling in the same convoy, described the attack similarly: “It was
an aerial attack. There were five [Russian] planes. They first flew over once, then came back
and opened fire, before they left... There were no military troops around. All the vehicles
were civilian.”324
Maisuradze, Kasradze, and one other witness described seeing two women killed in the
attack, traveling in a white Niva car.325 According to Maisuradze, the women were Tina and"
622cf9b4,121,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,"Marika Kakhniashvili, from Kekhvi.326","Several hours later, at around 7 p.m., Tengiz Magaldadze, 41, also from Kemerti, was driving
the same route in a minivan with 20 other people. Just after they had turned onto the main
323
Human rights Watch interview with Temo Kasradze, Tbilisi, August 17, 2008.
324
Human Rights Watch interview with Jemal Maisuradze, Tbilisi, August 17, 2008.
325
Human rights Watch separate interviews with Temo Kasradze, Jemal Maisuradze, and Nodar Kakhniashvili, Tbilisi, August
17, 2008.
326
Human Rights Watch interview with Jemal Maisuradze, August 17, 2008.
115 Human Rights Watch January 2009
road in Eredvi, Magaldadze saw three explosions about 20 to 25 meters in front of the
vehicle. Magaldadze did not remember hearing any aircraft, but, because there were three
explosions shortly after each other, he concluded the explosives had been fired from a jet.327
At the time of these attacks Georgian forces were deployed in South Ossetia and Georgian
military aircraft had not yet been grounded. Russian forces have not acknowledged carrying
out these attacks. However, Human Rights Watch has concluded that these attacks were
more than likely carried out by Russian forces. The attacks occurred on cars moving south
towards undisputed Georgian territory along a road bypassing Tskhinvali and running
through Eredvi, an ethnic Georgian village, and in the area of several other ethnic Georgian
villages (prior to the conflict, ethnic Georgians regularly utilized this road in order to avoid
Ossetian villages and checkpoints around Tskhinvali, and continued to do so during the
conflict). Witnesses stated that there were no Ossetian or Russian military positions in that
area that would have been targeted by the Georgian military.
There can also be little doubt that the attacks on the civilian convoys near Eredvi violated
international humanitarian law. Human Rights Watch is not aware of further information that
would indicate the presence of legitimate Georgian military targets in the vicinity of the
attacks described above, making them indiscriminate. It also cannot be excluded that the
attacking forces deliberately targeted civilians, which would constitute a war crime.
Ground force attacks in undisputed Georgian territory
Unlawful shooting of neighbors from Pkhvenisi, August 11
On August 11 Nunu Chlaidze, a schoolteacher, fled Pkhvenisi with her husband, Amiran
Razmadze, 56, and their neighbor, Durmishkhan Bedianashvili, after Russian forces
attacked military targets in and around the village earlier that day, causing collateral
damage to civilian homes. They decided to turn back, however, after seeing television news
reports that civilians in Gori district were not being attacked.
As they approached a Russian military roadblock at an intersection near the gas station in
Variani, their car, with Amiran Razmadze at the wheel, came under fire. Bedianashvili told"
8193f0d4,122,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,"Human Rights Watch,","When we entered Variani I told Amiran to be careful because there were
tanks in front. Then they started shooting at us. There was massive gunfire.
327
Human Rights Watch interview with Tengiz Magaldadze, Tbilisi, August 15, 2008."
af0fe449,123,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,Up in Flames 116,[Amiran] was wounded and he ran into the tank. I was hiding behind the seat.
a68f5b71,123,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,They thought that I was dead. Then I ran away.328,"Chlaidze was shot twice in the back, and Russian soldiers took her to a field hospital where
she was treated. She felt unsafe at the hospital and ran away. When Human Rights Watch
spoke to her in hospital in Tbilisi she had no information about her husband’s fate.329"
e53dd2ce,123,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,"Attack on taxi in Tedotsminda, August 12","On August 12 two women, Dodo Garsevanishvili and Nino Arabashvili, were killed when
Russian forces fired on the taxi in which they were riding. Mamuka Berkatsishvili, the taxi
driver, was driving the two women in his blue Opel from Gori city north toward Shindisi so
that Garsevanishvili could check on her house (she had fled several days earlier).
Berkatsishvili later told Nino Garsevanishvili, Dodo’s daughter, what happened:
They got to Tedotsminda, and started going up the hill when they saw
Russians coming the other way. Mamuka told me that Russians fired without
any kind of warning. Mamuka fell from the car. The car turned over, but
Russians still shot anti-tank missiles on it. The car was almost completely
destroyed.
Then Mamuka was beaten, he was begging for his life. The Russians … left
him there. He crawled all the way to the village of Ortasheni. And then he was
taken to hospital … in Tbilisi. I saw him on August 17 or 18. He was still very
ill.330
An eyewitness to the attack confirmed Berkatsishvili’s account. Vakhtang Gagnidze, 20, was
walking from Gori city to Tedotsminda with two others to check on Gagnidze’s grandmother
when they witnessed the incident:
We were walking to the railway stop when we saw an Opel taxi pass by,
heading in the direction of at least one and perhaps a few more Russian
328
Human Rights Watch interview with Durmishkhan Bedianashvili, August 20, 2008. Chlaidze, interviewed separately, also
said her husband was shot and lost control of the car, which then hit the Russian tank. Human Rights Watch interview with
Nunu Chlaidze, Gudushauri National Medical Center, Tbilisi, August 15, 2008.
329
Human Rights Watch interview with Nunu Chlaidze, August 15, 2008.
330
Human Rights Watch interview with Nino Garsevanishvili, August 30, 2008.
117 Human Rights Watch January 2009
tanks on the hill. The tank apparently fired on the car, and the car went off
the road, exploded and caught fire. We ran away...
We could hear shooting, something firing and passing us in our direction so
we again ran away … [A] week later [the car] was still sitting there and it was
beginning to smell because of the decomposing bodies.331
According to Nino Garsevanishvili, Russian troops denied an ambulance access to the area
to collect the two women’s remains. Russian troops later informed a priest who was passing
through the village about the dead bodies, and they were eventually buried."
e5a555a9,124,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,"Attack on civilian car in Akhaldaba, August 12","Around 9 a.m. on August 12 Merab Khekhelashvili, 41, and Moris Papuashvili, 33, were
working their shift at the television tower near the village of Akhaldaba when Russian aircraft
started attacking the Karaleti and Shindisi areas.
As the aircraft started attacking the tower as well, the director of the television tower,
Vakhtang Shavdatuashvili, and a relative decided to drive Khekhelashvili and Papuashvili
back to the village. As recounted by Khekhelashvili, on the way the car (a white Zhiguli)
came upon three tanks—each with about eight soldiers sitting on top—driving toward them:
When we reached parallel with one of the tanks, without any warning a
soldier sitting on the tank opened fire on us with his gun. I felt a bullet skim
the top of my head. Someone shouted, “Get down!” and we all bent over and
put our heads down.
The first tank passed us by and then a second tank approached us and they
were also shooting. I felt something hit me in my right hip. I wanted to get out
of the car. I was sitting on the side closest to the tanks. I shouted at Moris to
open the door and jump out, but he didn’t react. So I reached across and
opened the door, pushed him out and I followed. The others got out as well
as the third tanked passed by, also shooting at us.
When the third tank had passed by, Khekhelashvili tried to get Papuashvili to run with him to
seek cover:
331
Human Rights Watch interview with Vakhtang Gagnidze, Tedotsminda, September 14, 2008."
ef064e2b,125,Part 3: Violations by Russian Forces,3.5 Attacks by Russian Forces on Civilians Fleeing the Conflict Zone,Up in Flames 118,"I said to Moris, “Let’s go and hide.” I saw that he was bleeding heavily from
the neck. There was so much blood and gushing out like a fountain. There
was no sign of life in him. Vakhtang [the driver] was wounded in the hand.
His relative, like me, also took a bullet in the buttocks. I had lost feeling in
my right leg.
The three wounded men eventually managed to get to Akhaldaba, which was occupied by
Russian forces. Some of the villagers went back to collect Papuashvili’s body. Khekhelashvili
told Human Rights Watch, “When they brought the body back we saw that there was a bullet
wound to his forehead that had not been there when we left him—apparently a control
shot.”332
332
Human Rights Watch interview with Merab Khekhelashvili, Gori civilian hospital, September 13, 2008.
119 Human Rights Watch January 2009"
fdda434f,126,Part 3: Violations by Russian Forces,"3.6 Pillaging, Destruction, Violence, and Threats against Civilians",,"As described in Chapter 4, Ossetian militias would in some cases arrive in villages together
with Russian forces, and the latter at the very least provided cover for the burning and
looting of homes. While some civilians described the conduct of Russian ground forces as
disciplined, Human Rights Watch documented several cases in which Russian forces,
together with Ossetian militias, used or threatened violence against civilians or looted and
destroyed civilian property. Some of these cases are described in Chapter 4.2; several
additional cases are highlighted here because of the active and discernable role played by
Russian forces. Acts of pillage are prohibited under customary international law and violate
article 33 of the Fourth Geneva Convention relating to the protection of civilians in armed
conflict. Pillaging is a grave breach of the Geneva Conventions and a war crime. The cases
involve villages in South Ossetia and in undisputed Georgian territory.
Ilia Chulukidze, 84, a resident of Kvemo Achabeti north of Tskhinvali, told Human Rights
Watch about how Russian forces, acting alone, beat him:
Around 6:30 a.m. on August 11 I was home alone when three Russian
soldiers burst into my house. They broke the door and one put a weapon in
my face; others ran upstairs looking for something. They broke all the doors
and turned everything upside down, asking for weapons and rifles. I did not
have any and could not give them any. Because of that they started beating
me.
They were beating me with the butts of their automatics, particularly on the
head. My entire head was swollen. One of them hit me on the chest so hard
that I fell down and I could hardly stand up again. They demanded guns. I’ve
never had one. I was beaten until I lost consciousness. Then two of them
picked me up and put me on a bed and poured some water on me to bring
me round. They could not find anything and left.333
Ossetian forces came later, looted and burned Chulukidze’s house, and took him to the
detention center in Tskhinvali (see Chapters 4.2 and 4.4).
333
Human Rights Watch interview with Ilia Chulukidze, Tbilisi, August 26, 2008."
8b991354,127,Part 3: Violations by Russian Forces,"3.6 Pillaging, Destruction, Violence, and Threats against Civilians",Up in Flames 120,"Tamaz Sukhitashvili, 51, told Human Rights Watch about how on August 13, men in
camouflage—presumably Ossetian militia fighters—arrived on Russian tanks in his village,"
aa68e4fb,127,Part 3: Violations by Russian Forces,"3.6 Pillaging, Destruction, Violence, and Threats against Civilians","Karaleti (in Gori district), and torched his house:","I was hiding in my backyard … when I saw people from the tanks entering my
yard. They wore military camouflage uniforms. They entered my yard and
started shooting in the air. They had some kind of weapon that they aimed at
the house and it set the house on fire.334
On August 15, armed Ossetians together with Russian forces looted and torched the homes
of Marine Tetunashvili, 73, and her neighbor, Teimuraz Tetunashvili, 78. Teimuraz
Tetunashvili described how, at around noon that day, he heard gunshots:
I was in the street. Five men, Ossetians and Russians, came on a BMP
[infantry fighting vehicle]. They jumped off and started shooting at the house.
They said, “Give us your cow and money.” I said, “Here is one cow, take it!”
They said, “That’s it?! Just one? And why don’t you have more?” They hit me
and pushed me to the ground, and started kicking me. They did not find
anything in the house, just burnt it. And they took the cow.335
Marine Tetunashvili was sleeping in a small cottage in the yard next to her main house when
she heard shooting from the street.336 She told Human Rights Watch,
Three Ossetians then entered the yard, armed, in camouflage fatigues. They
went into the house, and pointed their guns at me, asking, “Where is your
son? Get out or we will burn you alive!” I told them, “I am alone, everyone is
in Tbilisi, what do you want from me?!” And I was just begging them, “Don’t
kill me, take whatever you want, but don’t kill me!”
When I got out of the little house in the yard, our house was already on fire. I
ran into the pigsty, and watched my house being burnt to ashes. When I tried
334
Human Rights Watch interview with Tamaz Sukhitashvili, Gori, September 13, 2008.
335
Human Rights Watch interview with Teimuraz Tetunashvili, Tirdznisi, August 24, 2008.
336
On the property of many rural homes in the Caucasus there is a main house, a garden, a courtyard, and often a shed or a
small cottage for members of the extended family.
121 Human Rights Watch January 2009
to come out, they pointed their guns at me and yelled, “Go back, or we’ll kill
you!”337
The soldiers carried things out of the house and stole a car and two cows. Both Marine’s and
Teimuraz’s houses were burnt to the ground. Human Rights Watch saw the remains of both
houses.
Marine Tetunashvili in the remains of her house, which armed Ossetians, together with Russian forces, looted and burned on"
0dcec3e1,128,Part 3: Violations by Russian Forces,"3.6 Pillaging, Destruction, Violence, and Threats against Civilians","August 15, 2008. © 2008 Human Rights Watch","Arkadi A., a resident of Koshka (in Gori district, just outside the South Ossetia administrative
border), told Human Rights Watch that looters, both Russian and Ossetian, entered the
village on August 9 and 10 after the village had been shelled. According to Arkadi A., they
moved around in groups of 15 and stole everything from a number of houses before setting
fire to them. He witnessed some of them.338
337
Human Rights Watch interview with Marine Tetunashvili, Tirdznisi, August 24, 2008.
338
Human Rights Watch interview with Arkadi A. (real name withheld), Tkviavi, August 26, 2008."
5ae8ee34,129,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,,"When Russian forces entered Georgia, including South Ossetia and Abkhazia, which are de
jure parts of Georgia, they did so without the consent or agreement of Georgia. International
humanitarian law on occupation therefore applied to Russia as an occupying power as it
gained effective control over areas of Georgian territory (see above, Chapter 1.2). Tskhinvali
and the rest of South Ossetia must be considered under Russian control from August 10,
when Georgian forces officially retreated, through the present. Villages in Gori district fell
under Russian control as Russian forces moved through them on August 12. Gori city must
be considered under effective Russian control at least from August 12 or 13 until August 22,
when Russian troops pulled back further north toward South Ossetia.339 Russia’s occupation
of the area adjacent to South Ossetia ended when its forces withdrew to the South Ossetia
administrative border on October 10.340
Human Rights Watch documented one occasion when Russian forces intervened to help a
civilian who was the victim of a crime in progress, and two distinct occasions when Russian
forces temporarily set up roadblocks to prevent looting. Yet overall, Russian authorities did
not take measures to stop the widespread campaign of destruction and violence against
civilians in villages in South Ossetia (see below, Chapters 4.2 and 4.3) and in the buffer zone
in undisputed Georgian territory. They allowed these areas to become a virtual no-man’s
land where individuals were able to commit war crimes—to kill, loot, and burn homes—with
impunity. This deliberate violence against civilians started in the immediate aftermath of
Georgian forces’ withdrawal from South Ossetia and continued in waves in the weeks that
followed; concomitantly, Russian forces’ failure to ensure protection of civilians in territories
under their control was persistent. Russian forces therefore violated their obligation as an
occupying power to “ensure public order and safety” and to provide security to the civilian
population in the territory under its control. This is a serious violation of international
humanitarian law.341
339
“Russian troops withdraw from Gori,” Washington Post, August 23, 2008. Russian forces withdrew from the western
Georgian towns of Poti, Zugdidi, and Senaki on September 13. “Russian troops withdraw in western Georgia,” Agence France-
Presse, September 13, 2008, http://afp.google.com/article/ALeqM5ibFa1Sf1kjjhfn6YITWrbZMyx3bw (accessed January 14,"
8db8d525,129,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,2009).,"340
At this writing Russian troops have continued to occupy at least one villiage right on the border that Georgia argues are
not on the South Ossetian side.
341 ."
f32312b5,129,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,"Hague Conventions, art. 43","123 Human Rights Watch January 2009
Russia bore responsibility but took no discernable measures on behalf of protected
individuals, including prisoners of war, at least several of whom were executed or tortured,
ill-treated, or subjected to degrading treatment by South Ossetian forces, at times with the
participation of Russian forces.
The Russian Ministry of Defense has not responded to Human Rights Watch’s request for
information about the Russian military’s mandate, measures taken, and instructions issued
to protect civilians in areas of Georgia under Russia’s effective control. In October an official
from the Council of Europe who requested anonymity told Human Rights Watch that a senior
member of the Russian military in the region said that the military was given no mandate for
protection of civilians.342
Russian authorities have also not responded to Human Rights Watch’s request for
information about any measures taken to hold responsible perpetrators of the grave
breaches of the Geneva Conventions by Russian forces described in the chapters above."
e5c75111,130,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,In South Ossetia,"On August 13, following several media reports about the massive looting and burning in
ethnic Georgian villages in South Ossetia, Russian Minister of Internal Affairs Rashid
Nurgaliev stated that looting in South Ossetia “shall be decisively stopped.343 That day
Russian forces established checkpoints at both ends of a key road connecting the town of
Java to Tskhinvali, thus preventing access to five ethnic Georgian villages along that road. At
the checkpoint near the village of Kekhvi the commanding officer, a Russian lieutenant
colonel, told Human Rights Watch: “We’re now trying to stop the looters. They steal and set
fire to things … I see no end to this.”344
Human Rights Watch observed that the checkpoints significantly reduced the pillaging and
destruction in the villages and that Russian servicemen at the roadblocks approached their
duties conscientiously despite the evident and, at times, aggressive resentment of Ossetian
militias.345 About a week later, however, without any explanation, the checkpoints were
342
Human Rights Watch interview with Council of Europe official who requested anonymity, Strasbourg, October 1, 2008.
343
“Looting in South Ossetia will be Decisively Stopped” (“Мародерство в Южной Осетии будет жестко пресекаться”),
Rosbalt, August 13, 2008, http://www.rosbalt.ru/2008/08/13/513055.html (accessed December 15, 2008).
344
Human Rights Watch anonymous interview with Russian lieutenant colonel responsible for a roadblock near Kekhvi,"
474546d0,130,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,"August 13, 2008.","345
Human Rights Watch researchers witnessed numerous confrontations between Russian servicemen and Ossetian militias
at the roadblocks, including an incident when a South Ossetian militia fighter attempted to strangle a Russian commanding
officer near Tamarasheni."
4126d07c,131,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,Up in Flames 124,"removed and the pillaging and destruction resumed, as described below in Chapters 4.2 and
4.3. Russian authorities have not responded to Human Rights Watch’s request for
information about why the roadblocks were removed.
In an interview with the BBC in October, Russian Minister of Foreign Affairs Sergei Lavrov at
first denied and then attempted to explain away the destruction of ethnic Georgian villages:
“No, this is not ethnic cleansing. This was also the area of the war. When I say that the
Georgians were moving their artillery and tanks closer to Tskhinvali, this also included the
Georgian enclaves in South Ossetia, where they secretly organized strongholds.”346 The
correspondent stressed to Lavrov that Ossetian militias told the BBC directly that they were
burning civilian houses, and suggested that Russia should have “prevented that from
happening.”347 Lavrov notably did not respond to this point about Russia’s duty and capacity
to prevent the destruction. He acknowledged that the destruction was regrettable, but
offered a dismissive explanation: “Well, of course, when your city is attacked, when your
loved ones, when your relatives, when your children, when your parents, brothers and
sisters are being killed, brutally, you can go emotional and you can go really [emotional] in a
very unwanted way.”348
Several people told Human Rights Watch that Russian ground forces in general did not
attack local residents and in some cases tried to protect the civilian population from
Ossetian forces, militia members, or criminal elements.
For example, late in the evening on August 11, Gocha Demetrashvili, 44, drove to South
Ossetia to evacuate his parents. After he passed through Eredvi, two UAZ military vehicles
started following him. The vehicle’s occupants, whom Demetrashvili described as Ossetians
in camouflage, fired at his car, shooting out the two rear tires. Demetrashvili continued on,
hoping to get to the Russian military checkpoint in Dmenisi. As he approached Dmenisi, he
got out and began to run towards the Russian checkpoint, shouting, “I am a civilian. I need
help!” Several of the Ossetians got out of their cars and chased Demetrashvili. He described
to Human Rights Watch what happened next:
The Ossetians caught up to me and began beating me their fists and their
gun butts and kicking me.… They had me at gunpoint, and I thought they
346
Tim Whewell, “What really happened in South Ossetia?” “Newsnight,” BBC2 television, October 28, 2008,
http://news.bbc.co.uk/2/hi/programmes/newsnight/review/7695956.stm (accessed October 28, 2008).
347
Ibid.
348
Ibid.
125 Human Rights Watch January 2009
wanted to shoot me. That’s when some of the Russian soldiers came up to us
and took me away from the Ossetians.
The Ossetians drove off with Demetrashvili’s car, and the Russian soldiers kept
Demetrashvili at their checkpoint for three nights, apparently reluctant to let him go for fear
that Ossetians might again attack him. On the third day, Russian troops escorted
Demetrashvili through the nearby Ossetian villages from where he walked on his own
approximately 30 kilometers back to Gori. 349 (It bears noting, however, that Russian forces
did not apprehend the assailants, and allowed them to drive off with Demetrashvili’s car.)"
78660394,132,Part 3: Violations by Russian Forces,3.7 Russia’s Responsibility as Occupying Power,In Gori District,"As Russian forces established control in portions of Gori district, they set up checkpoints in
the south of the district and strictly limited entry and exit from the south. While in most
cases Russian forces permitted civilians to pass through the checkpoints after checking
identification documents and inspecting vehicles for weapons, they refused access to
Georgian police, preventing them from maintaining law and order in these areas.
Two residents of Tkviavi, a village 12 kilometers south of Tskhinvali that was particularly
hard hit by looters from South Ossetia, told Human Rights Watch that the looting decreased
when the Russian forces maintained a checkpoint in the village, although the marauders
kept coming during the night.350
Several Tkviavi villagers told Human Rights Watch that they believed that more frequent
patrolling by the Russian forces or Georgian police would have improved security in the area.
One told Human Rights Watch that looters “seemed to be afraid to encounter the Russians,
and were hiding from them,” suggesting that had Russian forces taken more preventive
measures to stop violence against civilians these measures would have been effective.351
349
Human Rights Watch interview with Gocha Demetrashvili, Gori, September 10, 2008.
350
Human Rights Watch interview with Salome S and Sofiko S., Tkviavi, August 22, 2008. Both names are pseudonyms.
351
Human Rights Watch interview with Toma (full name withheld), Tkviavi, August 22, 2008."
bc4d25fc,133,Part 4. Violations by South Ossetian Forces,4.1 Overview,,"Human Rights Watch found that South Ossetian forces and militias committed serious
violations of international humanitarian law, including war crimes, in South Ossetia and
undisputed Georgian territory controlled by Russian forces.
South Ossetian forces and militias embarked on a campaign of deliberate and systematic
destruction of the Tbilisi-backed villages in South Ossetia, which involved the widespread
and systematic pillage and torching of houses, and beatings and threats against civilians. In
undisputed parts of Georgian territory they conducted a campaign of deliberate violence
against civilians, burning and looting their homes, and committing execution-style killings,
rape, abductions, and countless beatings. They rounded up at least 159 ethnic Georgians,
killing at least one and subjecting nearly all of them to inhuman and degrading treatment
and inhuman conditions of detention. They also tortured at least four Georgian prisoners of
war and executed at least three.
In engaging in the violence summarized above, South Ossetian forces and militias
egregiously violated multiple obligations under humanitarian law with respect to treatment
of protected persons, including civilians and others hors de combat. Murder, rape, acts of
torture, inhuman or degrading treatment, and wanton destruction of homes and property are
all strictly prohibited under both humanitarian law and human rights law, and the
perpetrators of such acts should be held criminally responsible for them. To the extent that
any of these prohibited acts was committed as part of a widespread or systematic attack
directed against any civilian population, they may be prosecuted as a crime against
humanity. Where any of these acts, as well as acts such as imprisonment, unlawful
detention of civilians, pillaging, and comprehensive destruction of homes and property,
were carried out with discriminatory intent against a particular group, in this case ethnic
Georgians, they also constitute the crime of persecution, a crime against humanity,
prosecutable under the statute of the International Criminal Court.352
352
Article 7(2)(g) of the Rome Statute, defines “persecution"" as ""the intentional and severe deprivation of fundamental rights
contrary to international law by reason of the identity of the group or collectivity."" UN Doc. A/CONF. 183/9; 37 ILM 1002 (1998);
2187 UNTS 90.
127 Human Rights Watch January 2009
South Ossetian forces include South Ossetian Ministry of Defense and Emergencies
servicemen, riot police (known by the Russian acronym OMON), and several police
companies, working under the South Ossetian Ministry of Internal Affairs, and servicemen of
the South Ossetian State Committee for Security (KGB).353 Many interviewees told Human
Rights Watch that most able-bodied men in South Ossetia took up arms to protect their
homes.354 As South Ossetia has no regular army its residents tend to refer to the members of
South Ossetian forces as militias (opolchentsy) unless they can be distinctly identified as
policemen or servicemen of the Ministry of Defense and Emergencies. Credible sources also
spoke about numerous men from North Ossetia and several other parts of Russia who fought
in the conflict in support of South Ossetia and who were involved in the crimes against
civilians that followed.
In some cases, it is difficult to establish the exact identity and status of the Ossetian
perpetrators because witnesses’ common description of their clothing (camouflage uniform,
often with a white armband) could apply to South Ossetian Ministry of Defense and
Emergencies, South Ossetian Ministry of Internal affairs, volunteer fighters, or even common
criminal looters. Several factors, however, indicate that in many cases the perpetrators
belonged to South Ossetian forces operating in close cooperation with Russian forces. The
perpetrators often arrived in villages together with or shortly after Russian forces passed
through them; the perpetrators sometimes arrived on military vehicles; and the perpetrators
seem to have freely passed through checkpoints manned by Russian or South Ossetian
forces.
Witnesses sometimes also referred to the perpetrators as Chechens and Cossacks; whether
this was an accurate identification is not clear, although there were media reports of
Chechens and Cossacks participating in the conflict.355 In some cases, witnesses claimed
that the groups of perpetrators consisted of both Ossetians and Russians. These incidents
353
Human Rights Watch interviews with Alexander X. (real name withheld), Tskhinvali, September 4; and Kazbek Z (real name
withheld), Tskhinvali, September 6, 2008.
354
Many of those volunteer fighters who took up arms in the August 2008 conflict were offered to and joined the forces of the
Ministry of Defense and Emergencies and Ministry of Internal Affairs.
355
Chechens and Cossacks fought against Georgian troops during the war in Abkhazia in the early 1990s. The Chechen Vostok
(East) battalion sent one company to South Ossetia during the 2008 conflict. See Milana Shaikhaeva, “Sulim Yamadaev is
waiting for a summons in South Ossetia” (“Сулим Ямадаев ждет повестки в Южной Осетии”), Gazeta (Moscow), August 11,"
206d9351,134,Part 4. Violations by South Ossetian Forces,4.1 Overview,"2008, http://www.gzt.ru/incident/2008/08/11/223022.html (accessed November 24, 2008). Cossacks—the descendants of","Tsarist-era runaway serfs and outlaws who in the past were employed to protect the country's southern border—and other
volunteers from Russia also reportedly participated. See Tom Parfitt, “Armed Cossacks pour in to fight Georgians,” The
Guardian (London), August 9, 2008, http://www.guardian.co.uk/world/2008/aug/09/russia.georgia1 (accessed November 24,"
f4ea7789,135,Part 4. Violations by South Ossetian Forces,4.1 Overview,Up in Flames 128,"also demonstrate Russia’s failure to protect civilians in areas under its effective control (as
discussed in Chapter 3.7).
129 Human Rights Watch January 2009"
d94235dd,136,Part 4. Violations by South Ossetian Forces,4.2 Attacks on Georgian Civilians and Their Villages in South Ossetia,Basic chronology,"As tensions mounted in the first week of August 2008, some inhabitants of ethnic Georgian
villages that had Tbilisi-backed administrations fled to undisputed Georgian territory.356
Most of the others fled on the first day of the hostilities. Ethnic Georgians who remained did
so either because they were infirm, because they wanted to protect their homes, or simply
because they could not bring themselves to leave their homes.
Beginning August 10, after Russian ground forces had begun to fully occupy South Ossetia
and were moving onward into undisputed Georgian territory, Ossetian forces followed
closely behind them and entered the ethnic Georgian villages. Upon entering these villages,
Ossetian forces immediately began going into houses, searching for Georgian military
personnel, looting property, and burning homes. They also physically attacked many of the
remaining residents of these villages, and detained dozens of them. Human Rights Watch
received uncorroborated reports of at least two extrajudicial killings of ethnic Georgians in
South Ossetia that took place amidst the pillaging. In most cases, Russian forces had moved
through the Georgian villages by the time South Ossetian forces arrived. In other cases,
Russian forces appeared to give cover to South Ossetian forces while they were committing
these offenses.
By August 11, the attacks intensified and became widespread.357 Looting and torching of
most of these villages continued intermittently through September, and in some through"
64b35164,136,Part 4. Violations by South Ossetian Forces,4.2 Attacks on Georgian Civilians and Their Villages in South Ossetia,October and November.,"356
The Tbilisi-backed administration of at least one village, Avnevi, suggested that residents leave in light of the rising
tensions. Human Rights Watch interview with Zalina Bestaeva, Avnevi villager, September 8, 2008. Villages in the Akhalgori
district did not flee prior to the August conflict. See “Situation in Akhalgori district” in this chapter of the report.
357
This conclusion is based on interviews with numerous civilians whose accounts feature in this chapter. It is also based on
comment from several Russian military servicemen and members of Ossetian militias whose names we have withheld: Human
Rights Watch interviews with Alan N. (August 13, Transcam road), Russian lieutenant colonel X. (August 13, Transcam road),
Russian major Y. (August 13, Transcam road), Russian soldier Z. (August 13, Transcam road), Mokhar N. (August 14, Tskhinvali),
Alexander X.. (September 3, Tskhinvali), Ruslan G., (September 4, Tskhinvali), Boris B., (”Boris B..” Is a pseudonym and
location of interview withheld, September 4), and Andrei B. (September 7, Tskhinvali)."
